asset_id,category,condition,status,useful_life_years,purchase_date,purchase_cost,expiry_date,work_orders_count,downtime_minutes,labor_hours,priority,risk_level,asset_age_years,useful_life_consumed_ratio,days_to_warranty_expiry,is_warranty_expired,avg_downtime_per_wo,avg_labor_per_wo,annual_maintenance_frequency
AST-1525,Workstation,Poor,Active,5,2020-10-02,1141.81,2025-11-09,10,1721,40.89,Medium,High,5.91,1.18,-296,1,172.1,4.09,1.69
AST-1526,Lab_Equipment,Critical,Active,5,2020-11-04,3934.87,2025-09-25,9,1771,12.56,Low,High,5.82,1.16,-341,1,196.78,1.4,1.55
AST-1527,Server,Good,Active,5,2020-05-05,7356.11,2026-04-25,9,1607,10.12,High,High,6.32,1.26,-129,1,178.56,1.12,1.42
AST-1528,Workstation,Fair,Active,3,2025-11-06,7217.89,2027-08-31,1,130,3.21,Medium,Low,0.82,0.27,364,0,130.0,3.21,1.22
AST-1529,Laptop,Good,Active,10,2024-04-29,7256.14,2026-11-06,7,1106,23.39,Medium,Medium,2.34,0.23,66,0,158.0,3.34,2.99
AST-1530,Laptop,Good,Active,5,2025-08-09,1917.99,2026-12-16,2,431,8.9,Medium,Low,1.06,0.21,106,0,215.5,4.45,1.89
AST-1531,Lab_Equipment,Good,Active,10,2019-09-05,6827.78,2026-06-18,12,2850,30.66,Low,Medium,6.99,0.7,-75,1,237.5,2.56,1.72
AST-1532,Server,Fair,Active,5,2025-03-31,3913.28,2027-09-22,4,734,7.87,Low,Medium,1.42,0.28,386,0,183.5,1.97,2.82
AST-1533,Lab_Equipment,Fair,Active,5,2022-07-10,1237.36,2026-09-28,9,1018,43.7,Medium,High,4.15,0.83,27,0,113.11,4.86,2.17
AST-1534,Laptop,Critical,Active,3,2023-11-17,4978.48,2026-08-10,6,1368,25.08,Low,High,2.79,0.93,-22,1,228.0,4.18,2.15
AST-1535,Network_Switch,Good,Active,5,2023-12-16,5961.36,2027-12-28,3,521,8.23,Low,Low,2.71,0.54,483,0,173.67,2.74,1.11
AST-1536,Server,Fair,Active,7,2022-02-28,2519.0,2026-09-25,3,186,3.83,Critical,Low,4.51,0.64,24,0,62.0,1.28,0.67
AST-1537,Laptop,Good,Under_Maintenance,3,2025-08-09,7046.49,2027-06-16,1,73,2.51,Low,Low,1.06,0.35,288,0,73.0,2.51,0.94
AST-1538,Lab_Equipment,Fair,Under_Maintenance,5,2022-11-07,867.83,2026-07-08,4,376,6.52,Low,Medium,3.82,0.76,-55,1,94.0,1.63,1.05
AST-1539,Network_Switch,Fair,Active,3,2024-06-03,3094.18,2026-09-02,4,874,9.6,Medium,Medium,2.25,0.75,1,0,218.5,2.4,1.78
AST-1540,Laptop,Fair,Active,3,2024-04-21,4128.5,2026-07-10,4,648,6.44,Medium,High,2.36,0.79,-53,1,162.0,1.61,1.69
AST-1541,Lab_Equipment,Good,Active,3,2024-12-19,2763.95,2027-08-21,4,643,10.61,High,Low,1.7,0.57,354,0,160.75,2.65,2.35
AST-1542,Laptop,Good,Active,10,2018-08-19,6034.12,2026-06-19,11,1937,26.07,Low,High,8.04,0.8,-74,1,176.09,2.37,1.37
AST-1543,Workstation,Fair,Active,5,2023-03-17,5669.63,2026-09-02,5,1039,13.83,Low,Medium,3.46,0.69,1,0,207.8,2.77,1.45
AST-1544,Workstation,Fair,Active,5,2020-05-14,5321.79,2026-07-07,11,2243,45.68,Low,High,6.3,1.26,-56,1,203.91,4.15,1.75
AST-1545,Network_Switch,Good,Active,5,2026-04-01,1828.07,2027-01-17,1,86,1.12,Medium,Low,0.42,0.08,138,0,86.0,1.12,2.38
AST-1546,Laptop,Poor,Active,5,2021-01-06,5701.88,2025-09-19,9,1440,37.91,Medium,High,5.65,1.13,-347,1,160.0,4.21,1.59
AST-1547,Network_Switch,Critical,Under_Maintenance,5,2020-07-19,3853.24,2026-02-12,10,1282,48.72,High,High,6.12,1.22,-201,1,128.2,4.87,1.63
AST-1548,Server,Good,Under_Maintenance,3,2024-10-04,4991.01,2026-10-30,2,178,6.25,Low,Low,1.91,0.64,59,0,89.0,3.12,1.05
AST-1549,Workstation,Good,Active,7,2025-04-27,2057.11,2027-05-18,3,188,8.24,Medium,Low,1.35,0.19,259,0,62.67,2.75,2.22
AST-1550,Network_Switch,Good,Active,5,2024-01-18,1612.4,2027-02-07,4,532,19.61,Low,Low,2.62,0.52,159,0,133.0,4.9,1.53
AST-1551,Lab_Equipment,Poor,Active,3,2024-03-29,1036.39,2026-11-22,9,665,9.13,Low,High,2.43,0.81,82,0,73.89,1.01,3.7
AST-1552,Lab_Equipment,Fair,Active,5,2023-08-31,7362.6,2026-08-06,4,600,8.06,Low,Medium,3.0,0.6,-26,1,150.0,2.02,1.33
AST-1553,Workstation,Good,Active,3,2025-05-08,1229.84,2028-01-07,1,43,4.45,Critical,Low,1.32,0.44,493,0,43.0,4.45,0.76
AST-1554,Workstation,Good,Active,5,2026-05-13,4949.04,2027-05-01,1,67,3.76,Medium,Low,0.3,0.06,242,0,67.0,3.76,3.33
AST-1555,Server,Poor,Active,3,2023-07-28,5181.97,2026-06-21,8,1589,39.86,Low,High,3.1,1.03,-72,1,198.62,4.98,2.58
AST-1556,Laptop,Good,Active,5,2024-08-20,508.38,2027-02-04,3,499,10.84,Critical,Low,2.03,0.41,156,0,166.33,3.61,1.48
AST-1557,Workstation,Critical,Active,5,2020-08-18,7018.15,2025-11-09,10,680,42.41,Low,High,6.04,1.21,-296,1,68.0,4.24,1.66
AST-1558,Laptop,Good,Active,10,2024-02-14,7343.75,2028-01-11,3,702,4.84,Medium,Low,2.55,0.26,497,0,234.0,1.61,1.18
AST-1559,Workstation,Poor,Active,5,2020-09-14,2444.33,2026-05-26,12,1479,49.51,Medium,High,5.96,1.19,-98,1,123.25,4.13,2.01
AST-1560,Lab_Equipment,Good,Active,10,2026-04-10,4355.04,2027-10-12,0,0,0.0,High,Low,0.39,0.04,406,0,0.0,0.0,0.0
AST-1561,Lab_Equipment,Poor,Under_Maintenance,5,2021-05-31,5080.0,2026-03-08,6,691,22.31,Low,High,5.25,1.05,-177,1,115.17,3.72,1.14
AST-1562,Lab_Equipment,Poor,Under_Maintenance,7,2019-02-09,1610.77,2025-09-04,12,2675,55.2,Medium,High,7.56,1.08,-362,1,222.92,4.6,1.59
AST-1563,Laptop,Fair,Active,5,2024-01-19,2436.75,2027-02-26,3,260,12.22,High,Low,2.62,0.52,178,0,86.67,4.07,1.15
AST-1564,Workstation,Fair,Active,5,2023-07-12,6602.38,2026-10-18,2,441,7.92,Medium,Low,3.14,0.63,47,0,220.5,3.96,0.64
AST-1565,Lab_Equipment,Poor,Under_Maintenance,5,2023-03-18,5053.22,2026-08-18,7,1549,34.81,Low,High,3.46,0.69,-14,1,221.29,4.97,2.02
AST-1566,Workstation,Fair,Idle,10,2014-03-19,1093.72,2026-07-28,14,2914,15.14,Medium,High,12.45,1.24,-35,1,208.14,1.08,1.12
AST-1567,Laptop,Good,Active,7,2023-12-22,5275.97,2027-08-23,8,702,16.48,Medium,Medium,2.69,0.38,356,0,87.75,2.06,2.97
AST-1568,Laptop,Good,Active,5,2025-12-05,5502.09,2027-02-02,1,108,2.8,Medium,Low,0.74,0.15,154,0,108.0,2.8,1.35
AST-1569,Workstation,Good,Active,3,2023-03-21,3479.44,2026-03-03,7,941,13.0,Low,High,3.45,1.15,-182,1,134.43,1.86,2.03
AST-1570,Laptop,Good,Under_Maintenance,3,2023-11-09,4189.45,2026-06-29,4,193,7.57,Low,Medium,2.81,0.94,-64,1,48.25,1.89,1.42
AST-1571,Laptop,Good,Idle,5,2024-10-31,485.7,2027-06-16,5,399,10.25,Medium,Low,1.83,0.37,288,0,79.8,2.05,2.73
AST-1572,Network_Switch,Good,Active,5,2026-01-28,5537.42,2027-10-20,2,280,7.53,High,Low,0.59,0.12,414,0,140.0,3.76,3.39
AST-1573,Laptop,Poor,Active,5,2021-09-25,1962.47,2026-08-12,6,752,15.26,Critical,High,4.93,0.99,-20,1,125.33,2.54,1.22
AST-1574,Laptop,Good,Active,3,2026-03-03,4594.35,2027-07-21,0,0,0.0,Low,Low,0.5,0.17,323,0,0.0,0.0,0.0
AST-1575,Workstation,Good,Active,3,2026-02-16,4728.93,2027-01-25,2,197,3.68,Medium,Low,0.54,0.18,146,0,98.5,1.84,3.7
AST-1576,Workstation,Poor,Active,5,2023-03-12,6780.34,2026-07-03,3,255,9.67,Medium,Medium,3.47,0.69,-60,1,85.0,3.22,0.86
AST-1577,Projector,Poor,Active,3,2022-11-14,2037.53,2025-10-21,7,1192,32.08,Low,High,3.8,1.27,-315,1,170.29,4.58,1.84
AST-1578,Workstation,Good,Active,7,2022-08-07,3265.2,2026-12-30,9,502,16.31,Medium,Medium,4.07,0.58,120,0,55.78,1.81,2.21
AST-1579,Server,Fair,Active,5,2022-05-12,5436.13,2026-09-16,4,857,8.83,Medium,Medium,4.31,0.86,15,0,214.25,2.21,0.93
AST-1580,Laptop,Fair,Active,5,2024-11-04,2835.61,2027-04-29,1,135,3.34,High,Low,1.82,0.36,240,0,135.0,3.34,0.55
AST-1581,Workstation,Good,Active,5,2021-02-05,2117.69,2025-09-12,7,918,10.48,Low,High,5.57,1.11,-354,1,131.14,1.5,1.26
AST-1582,Workstation,Poor,Active,5,2022-07-26,3990.77,2026-10-28,5,1112,7.68,Medium,High,4.1,0.82,57,0,222.4,1.54,1.22
AST-1583,Workstation,Good,Active,10,2025-01-22,1073.68,2027-03-26,2,194,8.48,Medium,Low,1.61,0.16,206,0,97.0,4.24,1.24
AST-1584,Network_Switch,Fair,Idle,5,2024-07-14,1107.61,2027-02-27,1,59,2.29,Medium,Low,2.13,0.43,179,0,59.0,2.29,0.47
AST-1585,Workstation,Fair,Active,10,2021-10-27,6879.35,2027-10-09,11,2245,30.53,Medium,Medium,4.85,0.48,403,0,204.09,2.78,2.27
AST-1586,Lab_Equipment,Fair,Active,3,2024-03-17,6279.11,2026-07-02,3,233,5.06,Medium,Medium,2.46,0.82,-61,1,77.67,1.69,1.22
AST-1587,Lab_Equipment,Good,Active,5,2025-12-12,6744.1,2027-04-20,3,634,12.38,High,Low,0.72,0.14,231,0,211.33,4.13,4.17
AST-1588,Workstation,Good,Active,5,2024-10-07,6251.07,2026-11-02,5,695,14.01,Low,Medium,1.9,0.38,62,0,139.0,2.8,2.63
AST-1589,Lab_Equipment,Good,Active,5,2022-10-04,5627.59,2026-09-13,5,906,17.88,Low,High,3.91,0.78,12,0,181.2,3.58,1.28
AST-1590,Network_Switch,Fair,Active,5,2022-06-20,4329.34,2026-06-06,8,517,39.29,Low,High,4.2,0.84,-87,1,64.62,4.91,1.9
AST-1591,Projector,Fair,Active,10,2019-10-07,5546.86,2026-08-21,9,1211,29.86,Low,High,6.9,0.69,-11,1,134.56,3.32,1.3
AST-1592,Laptop,Good,Under_Maintenance,3,2026-04-23,2199.55,2026-12-02,0,0,0.0,High,Low,0.36,0.12,92,0,0.0,0.0,0.0
AST-1593,Laptop,Good,Idle,5,2023-03-24,3111.9,2026-09-12,7,1453,27.6,Low,Medium,3.44,0.69,11,0,207.57,3.94,2.03
AST-1594,Workstation,Good,Active,5,2020-04-28,2223.5,2026-02-15,10,1448,11.63,Low,High,6.34,1.27,-198,1,144.8,1.16,1.58
AST-1595,Lab_Equipment,Fair,Under_Maintenance,10,2015-06-26,2021.32,2026-05-13,16,2040,32.22,Medium,High,11.18,1.12,-111,1,127.5,2.01,1.43
AST-1596,Workstation,Poor,Active,3,2023-03-13,5736.93,2026-02-27,9,531,23.37,Critical,High,3.47,1.16,-186,1,59.0,2.6,2.59
AST-1597,Workstation,Fair,Active,5,2023-10-06,904.27,2027-06-02,5,981,11.49,Medium,Medium,2.9,0.58,274,0,196.2,2.3,1.72
AST-1598,Workstation,Fair,Under_Maintenance,5,2025-08-03,6159.74,2027-02-05,2,196,5.81,Medium,Low,1.08,0.22,157,0,98.0,2.9,1.85
AST-1599,Projector,Poor,Under_Maintenance,10,2015-06-12,6712.83,2026-02-10,16,1877,54.47,Medium,High,11.22,1.12,-203,1,117.31,3.4,1.43
AST-1600,Projector,Poor,Active,5,2021-10-12,4097.79,2026-07-22,10,1155,26.37,Medium,High,4.89,0.98,-41,1,115.5,2.64,2.04
AST-1601,Lab_Equipment,Good,Under_Maintenance,5,2025-08-26,3922.14,2027-01-13,4,766,9.9,Critical,Low,1.02,0.2,134,0,191.5,2.48,3.92
AST-1602,Server,Good,Under_Maintenance,7,2024-12-19,2323.84,2027-03-05,0,0,0.0,Low,Low,1.7,0.24,185,0,0.0,0.0,0.0
AST-1603,Workstation,Fair,Active,7,2021-06-23,440.97,2026-08-20,4,921,17.03,High,Medium,5.19,0.74,-12,1,230.25,4.26,0.77
AST-1604,Workstation,Poor,Idle,10,2016-02-13,6344.26,2026-06-29,18,4114,49.89,Medium,High,10.55,1.06,-64,1,228.56,2.77,1.71
AST-1605,Laptop,Fair,Active,10,2025-07-12,3957.95,2027-08-29,2,228,2.19,Low,Low,1.14,0.11,362,0,114.0,1.1,1.75
AST-1606,Lab_Equipment,Poor,Active,10,2015-08-24,1305.25,2026-06-29,14,3146,36.55,High,High,11.02,1.1,-64,1,224.71,2.61,1.27
AST-1607,Laptop,Fair,Active,7,2022-04-03,1270.34,2026-11-17,2,268,7.52,Low,Low,4.41,0.63,77,0,134.0,3.76,0.45
AST-1608,Lab_Equipment,Fair,Active,5,2022-01-18,3896.91,2026-11-14,4,375,16.33,Low,Medium,4.62,0.92,74,0,93.75,4.08,0.87
AST-1609,Workstation,Poor,Active,3,2023-08-12,1320.91,2026-02-16,4,242,8.63,Low,High,3.06,1.02,-197,1,60.5,2.16,1.31
AST-1610,Lab_Equipment,Good,Active,5,2024-02-03,5508.24,2027-03-27,1,117,4.77,Medium,Low,2.58,0.52,207,0,117.0,4.77,0.39
AST-1611,Workstation,Fair,Active,7,2019-12-19,4737.72,2026-10-28,11,1573,35.86,High,High,6.7,0.96,57,0,143.0,3.26,1.64
AST-1612,Projector,Fair,Active,7,2019-05-08,7098.34,2026-06-27,15,2806,23.34,Low,High,7.32,1.05,-66,1,187.07,1.56,2.05
AST-1613,Network_Switch,Fair,Active,3,2025-03-11,2280.55,2027-04-02,2,215,7.19,Medium,Low,1.48,0.49,213,0,107.5,3.6,1.35
AST-1614,Workstation,Poor,Active,7,2021-01-01,3443.95,2026-07-06,12,2058,37.99,High,High,5.66,0.81,-57,1,171.5,3.17,2.12
AST-1615,Network_Switch,Poor,Under_Maintenance,3,2022-10-11,5742.06,2025-09-17,4,782,17.37,Low,High,3.89,1.3,-349,1,195.5,4.34,1.03
AST-1616,Server,Good,Active,5,2023-03-19,6294.78,2026-08-18,7,1494,9.12,Low,Medium,3.46,0.69,-14,1,213.43,1.3,2.02
AST-1617,Lab_Equipment,Poor,Active,5,2020-12-15,2515.66,2026-07-29,12,383,34.11,Medium,High,5.71,1.14,-34,1,31.92,2.84,2.1
AST-1618,Workstation,Good,Active,5,2024-08-23,4375.24,2027-03-12,3,189,11.05,High,Low,2.02,0.4,192,0,63.0,3.68,1.49
AST-1619,Workstation,Good,Active,5,2026-01-21,4647.1,2027-02-24,2,228,9.59,High,Low,0.61,0.12,176,0,114.0,4.8,3.28
AST-1620,Laptop,Good,Active,7,2022-08-23,6283.54,2027-10-28,5,900,8.42,Low,Medium,4.02,0.57,422,0,180.0,1.68,1.24
AST-1621,Workstation,Poor,Active,5,2023-06-29,716.45,2026-11-24,4,841,8.1,Medium,Medium,3.18,0.64,84,0,210.25,2.02,1.26
AST-1622,Server,Fair,Active,5,2024-05-04,5254.27,2026-11-08,9,2005,38.35,Critical,Medium,2.33,0.47,68,0,222.78,4.26,3.86
AST-1623,Server,Good,Under_Maintenance,5,2025-10-31,1196.91,2027-03-08,2,138,2.8,Medium,Low,0.84,0.17,188,0,69.0,1.4,2.38
AST-1624,Lab_Equipment,Good,Active,3,2025-03-15,1672.18,2027-08-11,3,553,9.68,High,Low,1.46,0.49,344,0,184.33,3.23,2.05
AST-1625,Laptop,Good,Active,5,2025-12-11,4723.89,2027-03-06,1,176,3.5,Low,Low,0.72,0.14,186,0,176.0,3.5,1.39
AST-1626,Laptop,Fair,Under_Maintenance,7,2021-10-11,3207.97,2026-08-01,7,1582,17.17,High,High,4.89,0.7,-31,1,226.0,2.45,1.43
AST-1627,Laptop,Fair,Active,5,2022-06-28,5898.79,2026-06-10,5,185,14.4,Critical,High,4.18,0.84,-83,1,37.0,2.88,1.2
AST-1628,Workstation,Poor,Active,10,2017-02-05,4926.24,2026-09-27,15,2298,64.97,Low,High,9.57,0.96,26,0,153.2,4.33,1.57
AST-1629,Lab_Equipment,Fair,Active,5,2024-02-08,2815.95,2027-07-31,3,122,7.56,Low,Low,2.56,0.51,333,0,40.67,2.52,1.17
AST-1630,Network_Switch,Good,Active,7,2026-01-19,1969.98,2027-02-28,0,0,0.0,Low,Low,0.62,0.09,180,0,0.0,0.0,0.0
AST-1631,Laptop,Poor,Active,5,2021-06-30,4022.51,2026-06-16,6,1153,10.1,Low,High,5.17,1.03,-77,1,192.17,1.68,1.16
AST-1632,Lab_Equipment,Poor,Active,7,2019-03-28,3903.92,2026-05-19,16,3634,62.23,Low,High,7.43,1.06,-105,1,227.12,3.89,2.15
AST-1633,Laptop,Good,Active,3,2025-01-18,5665.38,2027-04-19,1,110,1.63,Medium,Low,1.62,0.54,230,0,110.0,1.63,0.62
AST-1634,Workstation,Good,Active,5,2024-09-10,1812.31,2027-12-16,0,0,0.0,Low,Low,1.97,0.39,471,0,0.0,0.0,0.0
AST-1635,Workstation,Fair,Active,5,2022-04-01,5955.01,2026-09-06,5,1142,8.91,Medium,High,4.42,0.88,5,0,228.4,1.78,1.13
AST-1636,Server,Good,Active,5,2024-11-21,2264.11,2026-11-17,0,0,0.0,High,Low,1.78,0.36,77,0,0.0,0.0,0.0
AST-1637,Laptop,Good,Under_Maintenance,5,2024-01-18,1535.38,2027-04-24,2,273,2.19,Low,Low,2.62,0.52,235,0,136.5,1.1,0.76
AST-1638,Server,Fair,Under_Maintenance,5,2023-08-27,2427.23,2026-07-27,7,992,29.65,High,High,3.01,0.6,-36,1,141.71,4.24,2.33
AST-1639,Workstation,Good,Active,7,2019-05-12,2857.36,2026-05-31,9,625,39.95,Low,High,7.31,1.04,-93,1,69.44,4.44,1.23
AST-1640,Workstation,Good,Active,5,2023-05-07,1927.11,2026-07-22,7,483,10.52,Low,Medium,3.32,0.66,-41,1,69.0,1.5,2.11
AST-1641,Network_Switch,Poor,Active,5,2021-07-19,5698.41,2025-12-22,3,626,11.21,Low,High,5.12,1.02,-253,1,208.67,3.74,0.59
AST-1642,Lab_Equipment,Good,Active,7,2023-10-07,655.87,2027-12-15,4,953,7.16,Medium,Low,2.9,0.41,470,0,238.25,1.79,1.38
AST-1643,Projector,Fair,Active,3,2022-11-18,7127.09,2025-09-09,7,893,22.05,Critical,High,3.79,1.26,-357,1,127.57,3.15,1.85
AST-1644,Laptop,Fair,Active,5,2024-03-11,3188.78,2027-09-02,2,270,2.16,Low,Low,2.48,0.5,366,0,135.0,1.08,0.81
AST-1645,Lab_Equipment,Fair,Active,3,2025-07-08,4049.62,2027-07-10,3,172,11.11,Medium,Low,1.15,0.38,312,0,57.33,3.7,2.61
AST-1646,Network_Switch,Good,Under_Maintenance,7,2020-12-02,7403.31,2026-09-07,13,1688,40.9,High,High,5.75,0.82,6,0,129.85,3.15,2.26
AST-1647,Lab_Equipment,Fair,Active,5,2020-11-01,1554.23,2025-07-30,13,2153,63.59,Low,High,5.83,1.17,-398,1,165.62,4.89,2.23
AST-1648,Lab_Equipment,Fair,Active,7,2022-03-16,957.54,2026-09-11,6,428,27.86,Low,Medium,4.46,0.64,10,0,71.33,4.64,1.35
AST-1649,Laptop,Good,Active,5,2024-11-01,1890.04,2027-07-21,4,426,18.98,Low,Low,1.83,0.37,323,0,106.5,4.74,2.19
AST-1650,Lab_Equipment,Poor,Active,7,2019-04-30,1706.69,2026-04-15,14,2530,52.07,High,High,7.34,1.05,-139,1,180.71,3.72,1.91
AST-1651,Workstation,Fair,Active,3,2025-02-10,1456.4,2027-07-03,1,65,1.12,Low,Low,1.56,0.52,305,0,65.0,1.12,0.64
AST-1652,Projector,Good,Active,3,2024-03-29,3605.62,2026-11-18,1,88,4.48,Medium,Low,2.43,0.81,78,0,88.0,4.48,0.41
AST-1653,Lab_Equipment,Fair,Under_Maintenance,5,2025-12-03,3559.63,2028-01-13,1,77,1.01,Low,Low,0.74,0.15,499,0,77.0,1.01,1.35
AST-1654,Workstation,Poor,Active,5,2022-03-21,6608.99,2026-10-15,3,298,6.24,Medium,Medium,4.45,0.89,44,0,99.33,2.08,0.67
AST-1655,Laptop,Good,Active,5,2022-03-31,3148.63,2026-07-19,11,2061,16.98,Low,High,4.42,0.88,-44,1,187.36,1.54,2.49
AST-1656,Projector,Good,Under_Maintenance,10,2025-09-23,3547.1,2027-01-20,3,286,13.92,High,Low,0.94,0.09,141,0,95.33,4.64,3.19
AST-1657,Lab_Equipment,Good,Active,5,2024-08-24,637.27,2027-10-24,6,453,14.97,Low,Low,2.02,0.4,418,0,75.5,2.5,2.97
AST-1658,Workstation,Fair,Active,5,2023-06-27,6546.48,2026-06-09,6,188,11.76,Low,Medium,3.18,0.64,-84,1,31.33,1.96,1.89
AST-1659,Laptop,Fair,Active,3,2026-05-26,6856.06,2026-11-03,3,93,14.82,High,Low,0.27,0.09,63,0,31.0,4.94,11.11
AST-1660,Server,Good,Active,5,2024-04-27,6744.91,2027-03-08,3,571,10.43,Low,Low,2.35,0.47,188,0,190.33,3.48,1.28
AST-1661,Workstation,Critical,Active,7,2017-09-15,6150.38,2026-02-13,14,1736,57.41,Medium,High,8.96,1.28,-200,1,124.0,4.1,1.56
AST-1662,Laptop,Good,Active,5,2026-04-07,4540.69,2027-02-09,2,435,9.49,High,Low,0.4,0.08,161,0,217.5,4.74,5.0
AST-1663,Lab_Equipment,Poor,Active,5,2020-04-12,2346.37,2026-05-20,10,1343,11.28,Medium,High,6.39,1.28,-104,1,134.3,1.13,1.56
AST-1664,Network_Switch,Good,Active,5,2021-09-16,2011.71,2026-07-13,12,1018,36.57,Low,High,4.96,0.99,-50,1,84.83,3.05,2.42
AST-1665,Workstation,Good,Active,5,2026-04-12,5401.41,2027-06-04,0,0,0.0,High,Low,0.39,0.08,276,0,0.0,0.0,0.0
AST-1666,Workstation,Critical,Active,5,2020-11-12,5501.57,2026-07-07,8,440,28.77,Medium,High,5.8,1.16,-56,1,55.0,3.6,1.38
AST-1667,Lab_Equipment,Fair,Active,3,2024-10-02,6964.82,2026-08-14,5,444,6.06,High,Medium,1.91,0.64,-18,1,88.8,1.21,2.62
AST-1668,Laptop,Good,Active,5,2025-01-13,6799.94,2027-11-01,3,353,7.13,Medium,Low,1.63,0.33,426,0,117.67,2.38,1.84
AST-1669,Laptop,Good,Active,5,2025-08-14,4043.3,2027-02-14,4,515,10.21,Medium,Low,1.05,0.21,166,0,128.75,2.55,3.81
AST-1670,Lab_Equipment,Fair,Active,5,2021-02-16,6610.38,2026-05-31,7,554,21.6,Low,High,5.54,1.11,-93,1,79.14,3.09,1.26
AST-1671,Laptop,Good,Active,5,2025-06-29,1856.8,2027-10-12,3,449,13.88,High,Low,1.17,0.23,406,0,149.67,4.63,2.56
AST-1672,Lab_Equipment,Poor,Idle,5,2023-01-27,1047.84,2026-10-03,3,587,5.32,Low,Medium,3.59,0.72,32,0,195.67,1.77,0.84
AST-1673,Lab_Equipment,Poor,Active,5,2021-01-21,3763.7,2025-10-11,9,1758,44.43,Low,High,5.61,1.12,-325,1,195.33,4.94,1.6
AST-1674,Lab_Equipment,Good,Active,5,2026-04-01,3260.52,2027-12-16,2,346,7.44,Medium,Low,0.42,0.08,471,0,173.0,3.72,4.76
AST-1675,Projector,Good,Active,7,2026-02-17,3744.69,2027-04-24,1,235,1.35,High,Low,0.54,0.08,235,0,235.0,1.35,1.85
AST-1676,Laptop,Poor,Active,5,2021-04-01,2959.29,2026-02-24,7,977,7.2,Low,High,5.42,1.08,-189,1,139.57,1.03,1.29
AST-1677,Lab_Equipment,Good,Under_Maintenance,5,2020-04-23,6606.14,2026-03-23,7,1544,13.6,High,High,6.36,1.27,-162,1,220.57,1.94,1.1
AST-1678,Laptop,Fair,Active,10,2022-11-24,7169.39,2026-11-23,5,1153,5.57,Low,Medium,3.77,0.38,83,0,230.6,1.11,1.33
AST-1679,Workstation,Fair,Active,5,2025-01-11,3888.58,2027-11-18,2,390,4.0,Medium,Low,1.64,0.33,443,0,195.0,2.0,1.22
AST-1680,Laptop,Fair,Under_Maintenance,7,2025-05-17,4416.08,2027-01-01,3,397,9.94,Medium,Low,1.29,0.18,122,0,132.33,3.31,2.33
AST-1681,Workstation,Good,Active,7,2022-08-13,913.67,2027-10-11,5,549,21.37,Medium,Medium,4.05,0.58,405,0,109.8,4.27,1.23
AST-1682,Lab_Equipment,Good,Idle,5,2024-03-11,6821.76,2027-06-09,6,500,26.69,High,Low,2.48,0.5,281,0,83.33,4.45,2.42
AST-1683,Workstation,Critical,Active,3,2022-11-11,6565.1,2025-09-06,6,799,10.12,Low,High,3.81,1.27,-360,1,133.17,1.69,1.57
AST-1684,Workstation,Poor,Active,3,2022-11-15,1487.11,2026-04-25,8,942,25.9,Low,High,3.79,1.26,-129,1,117.75,3.24,2.11
AST-1685,Laptop,Good,Under_Maintenance,5,2024-06-06,5944.71,2027-11-04,2,94,7.13,Medium,Low,2.24,0.45,429,0,47.0,3.56,0.89
AST-1686,Projector,Good,Active,5,2024-09-07,3955.22,2027-05-19,5,860,14.52,Critical,Medium,1.98,0.4,260,0,172.0,2.9,2.53
AST-1687,Network_Switch,Poor,Active,10,2015-10-18,6810.6,2025-10-05,15,2100,45.3,Medium,High,10.87,1.09,-331,1,140.0,3.02,1.38
AST-1688,Projector,Good,Active,10,2024-06-06,3019.07,2027-05-05,6,551,7.2,Medium,Medium,2.24,0.22,246,0,91.83,1.2,2.68
AST-1689,Laptop,Good,Under_Maintenance,5,2022-02-08,5863.35,2026-07-18,4,127,7.77,Low,Medium,4.56,0.91,-45,1,31.75,1.94,0.88
AST-1690,Lab_Equipment,Good,Active,3,2024-07-13,4589.83,2026-07-27,2,394,5.45,Medium,Low,2.14,0.71,-36,1,197.0,2.72,0.93
AST-1691,Lab_Equipment,Good,Active,7,2024-01-23,1263.27,2027-07-02,8,966,21.21,High,Medium,2.61,0.37,304,0,120.75,2.65,3.07
AST-1692,Lab_Equipment,Critical,Idle,3,2023-03-05,618.56,2025-10-30,4,592,11.66,Low,High,3.49,1.16,-306,1,148.0,2.92,1.15
AST-1693,Lab_Equipment,Critical,Under_Maintenance,7,2019-08-27,6828.15,2026-03-04,9,1092,23.47,Medium,High,7.01,1.0,-181,1,121.33,2.61,1.28
AST-1694,Lab_Equipment,Fair,Idle,7,2021-12-13,1144.24,2026-11-04,4,712,17.6,Medium,Medium,4.72,0.67,64,0,178.0,4.4,0.85
AST-1695,Projector,Fair,Under_Maintenance,5,2022-07-08,6402.48,2026-07-27,11,2398,46.32,Low,High,4.15,0.83,-36,1,218.0,4.21,2.65
AST-1696,Network_Switch,Fair,Active,5,2023-11-30,2203.55,2027-11-13,3,221,10.94,High,Low,2.75,0.55,438,0,73.67,3.65,1.09
AST-1697,Laptop,Poor,Active,5,2022-05-25,6585.43,2026-10-15,7,464,17.01,Low,High,4.27,0.85,44,0,66.29,2.43,1.64
AST-1698,Lab_Equipment,Poor,Active,10,2014-02-28,5040.58,2025-09-26,19,3532,35.71,Medium,High,12.51,1.25,-340,1,185.89,1.88,1.52
